제천대성	齊天大聖
일반 모드를 모두 클리어 하면 영웅모드/전설모드가 오픈 됩니다.\n	且完成普通模式全部關卡時,將開啟英雄模式/傳說模式。\n
높은 챕터에 도전하면 보상도 Up!!Up!!	挑戰更高模式,獎勵也會更加豐厚!!
- 챕터 1 :5 에너지 사용	- 篇章1：使用5個能量
보상 :골드, 영웅 1~5성, 룬 1~5성, 보물상자 일반~전설\n	獎勵：金幣、1~5星英雄、1~5星符文及普通至傳說寶箱\n
- 챕터2 :8 에너지 사용	- 篇章2：使用8個能量
보상 :골드, 영웅 2~5성, 룬 4~5성, 보물상자 고급~전설\n	獎勵：金幣、2~5星英雄、4~5星符文及高級至傳說寶箱\n
- 챕터3 : 8 에너지 사용	- 篇章3：使用10個能量
보상 :골드, 영웅 3~5성, 장비 2~4성, 보물상자 고급~전설\n	獎勵：金幣、3~5星英雄、2~4星裝備及高級至傳說寶箱\n
- 챕터4 : 9 에너지 사용	- 篇章4：使用9個能量
보상 :골드, 영웅 3~5성, 장신구 2~4성, 보물상자 고급~전설\n	獎勵：金幣、3~5星英雄、2~4星飾品及高級至傳說寶箱
- 챕터5 : 10 에너지 사용	- 篇章5：使用10個能量
보상 :골드, 영웅 3~5성, 펫 3~4성, 보물상자 고급~전설	獎勵：金幣，英雄3- 5星，3- 4星寵物及高級至傳說寶箱
팀 셋팅	組建隊伍
- 메인 팀 셋팅	- 組建主隊
메인으로 전투에 참여하는 “영웅 3명”을 셋팅할 수 있습니다.\n	組建參加對戰的主隊“3名英雄”。\n
셋팅한 3명의 영웅은 태그 시 태그 효과가 발동되며,	換人時,組隊的3名英雄將會施放換人效果,
전략적 태그사용은 전투에 큰 영향을 미칩니다.\n	有效啟用換人效果,有利於掌握對戰主動權。\n
* 메인 팀은 셋팅한 영웅에 따라 <<팀효과>>가 발동됩니다.!\n	*主隊根據布置的英雄,將施放《組隊效果》!\n
- 팀효과	- 組隊效果
팀효과 리스트의 영웅의 조합으로 셋팅하면 추가적인 팀효과가 발동됩니다.	若啟用組隊效果列表中的英雄組合,將追加施放組隊效果。
숨겨진 팀원의 힘을 발휘해 보세요!\n	讓每個英雄盡其所能發揮到極致。\n
- 용병 팀 셋팅	- 組建傭兵隊伍
“용병 3명”으로 팀을 셋팅 할 수 있습니다.\n	使用“3名傭兵”可組建隊伍。\n
용병은 전투중 등장 시, 태그효과를 사용하여	對戰中出現傭兵時,將使用換人效果,
메인 영웅에게 태그효과가 함께 적용됩니다.\n	且該效果同樣適用於主隊英雄。\n
용병이 전투중 적을 공격하면 MP를 수급해 줍니다.	對戰中傭兵攻擊敵人時,將會獲得MP。
MP가 부족할땐 용병을 불러보세요.\n	MP不足時,請召喚傭兵吧。\n
- 버프아이템	- 增益道具
버프아이템은 전투에 유용한 아이템으로,	此為對戰時必不可少的道具,
터치 시 아이템이 선택되고 다시 터치하면 선택이 해제됩니다.	點擊時,就會選擇道具,再點一次,將解除被選道具。
모험정보	冒險資訊
모험 준비창에서 스테이지 타입/ 스테이지 공략 TIP/	在冒險準備窗口可以查看關卡類型、關卡攻略小提示、
적군 출현정보/ 영웅 획득경험치량을 확인할 수 있습니다.\n	敵軍登場資訊、英雄獲得的經驗值數量。\n
* 스테이지 타입\n	*關卡類型\n
- 진행형	- 進行型
:긴 맵을 이동하며 전투하고, 마지막 존에서는 보스가 등장합니다.\n	：在長地圖中移動作戰,在最後一個區域將出現魔王。\n
- 웨이브형	- 輪數型
:좁은 맵 안에서 전투하고, 정해진 웨이브를 클리어하면 됩니다.\n	：在狹窄的地圖中進行戰鬥,並在限定輪數內通關即可。\n
:긴 맵을 이동하며 전투하고, 정해진 시간안에 클리어해야 합니다.	：在長地圖中移動作戰,且需要在限定時間內通關。
모험 별 획득	獲得冒險區星星
맵의 특성에 따라 모험에서 별을 획득 할 수 있습니다.\n	根據地圖的特性,在冒險區可獲得星星。\n
- 진행형 / 웨이브형	- 進行型/輪數型
별3개 :팀 평균체력 70%이상	3顆星星：隊伍平均HP在70%以上
별2개 :팀 평균체력 40%이상	2顆星星：隊伍平均HP在40%以上
- 시간제한형	- 限時型
별3개 :40초 이상 남기고 클리어	3顆星星：剩40秒通關
별2개 :20초 이상 남기고 클리어	2顆星星：剩20秒通關
별1개 :클리어\n	1顆星星：通關\n
모험 별 보상	冒險區星星獎勵
에피소드의 별 획득량에 따라 보상을 획득할 수 있습니다.\n	根據章節中獲得的星星數量來發放獎勵。\n
- EP.전체 별3개 획득 :루비 획득	- 整個章節獲得3顆星星：獲得紅鑽
- EP.전체 별2개 획득 :골드 획득	- 整個章節獲得2顆星星：獲得金幣
- EP.전체 별1개 획득 :명예 획득	- 整個章節獲得1顆星星：獲得榮譽
요일던전	每日地牢
매일 오픈되는 요일던전은 영웅이 진화를 위해 꼭 필요한	每日開放的地牢為可以獲得進化英雄所需
"진화석"을 일반적으로 얻을 수 있는 유일한 모드입니다.\n(매일 {0}:{1} 기준으로 요일이 변경됩니다.)\n	可以獲得“進化石”的唯一模式。\n（每日以{0}:{1}為基準進行更新。）\n
- 월 :무투 공격형 진화석	- 星期一：武鬥攻擊型進化石
- 화 :차력 공격형 진화석	- 星期二：借力攻擊型進化石
- 수 :무투 방어형 진화석	- 星期三：武鬥防禦型進化石
- 목 :차력 방어형 진화석	- 星期四：借力防禦型進化石
- 금 :무투 지원형 진화석	- 星期五：武鬥支援型進化石
- 토 :차력 지원형 진화석	- 星期六：借力支援型進化石
- 일 :골드	- 星期日：金幣
헬모드	地獄模式
도전! 헬모드	挑戰！地獄模式
에너지 5개를 소모하여 모험 대표 보스를	消耗5個能量後在限定時間內
시간내에 클리어 하면 큰 보상을 수령할 수 있습니다.\n	擊敗冒險區代表魔王，可獲得大量獎勵\n
시간 내 최초 클리어 시 최초 보상을 수령할 수 있으며,	初次通關時可以獲得初次通關獎勵，
반복 플레이 시엔 기본 골드 보상을 획득할 수 있습니다.\n	重複進行時可以獲得基本金幣獎勵。\n
각 던전에서 별(★)포인트를 쌓으면	在每個地牢中積累星點（★）
추가 별보상으로 루비를 획득 할 수 있습니다.	可以作為額外星星獎勵獲得紅鑽。
별(★)3개 :40초 이상 남기고 클리어	星（★）3個：剩餘40秒通關
별(★)2개 :20초 이상 남기고 클리어	星（★）2個：剩餘20秒通關
별(★)1개 :클리어\n	星（★）1個：通關\n
도전의 탑	挑戰之塔
끝없는 탑을 올라 자신의 강함을 증명하고, 보상을 획득할 수 있습니다.	不斷挑戰塔層來證明自己的強大,而且還能獲得獎勵。
도전횟수는 30분에 1개씩 충전됩니다.\n	挑戰次數每30分鐘補充一次。\n
- 점령된 도전의 탑은 반복적으로 플레이하여	- 透過反覆進行已佔領的挑戰之塔來
"골드"를 획득할 수 있습니다.	獲得“金幣”。
- 최상층 도전의 탑을 점령해 보세요!!	- 佔領最高層挑戰之塔吧!!
팀대전	組隊戰
- 팀 대전은 승/패 에 따라 승점이 가감됩니다.	- 組隊戰將根據勝敗來獲得分數。
일정 승점 달성 시 등급이 상승하고, 등급에 따라 보상을 획득할 수 있습니다.\n	達到一定分數時,等級將得到提升,並根據等級獲得獎勵。\n
- 다이아 이상 :5회 미만 시 50점 차감	- 鑽石級以上：未滿5次時,減50分
- 사파이어 :3회 미만 시 40점 차감	- 藍寶石：未滿3次時,減40分
- 크리스탈 :2회 미만 시 30점 차감	- 水晶：未滿2次時,減30分
- 골드 :2회 미만 시 20점 차감\n	- 黃金：未滿2次時,減20分\n
(챌린저 이상은 다이아 3단계로 조정됩니다!)\n	(挑戰者以上,將調整為鑽石第三階段!)\n
영웅대전	巔峰對戰
- 영웅대전은 승/패 에 따라 승점이 가감됩니다.	- 巔峰對戰將根據勝敗來獲得分數。
일정 승점 달성 시 등급이 상승하고, 등급에 따라 보상을 획득할 수 있습니다.	達到一定分數時,等級將得到提升,並根據等級獲得獎勵。
* 영웅대전에서는 연승을 이어가면 "연승 추가승점"을 획득 할 수 있습니다.\n	*若在巔峰對戰中連勝,即可獲得“連勝追加分數”。\n
[FBC501]* 등급 최하점 패배[-]	[FBC501]*以等級最低分戰敗[-]
시즌 기간 내 등급 최하점 패배를 지속하게 되면	賽季期間如果以等級最低分持續戰敗,
세부 등급이 한단계 강등됩니다.	等級將會降一級。
- 다이아 이상 :최하점 패배 3회 초과 시	- 鑽石級以上：以最低分戰敗3次以上時
- 사파이어 :최하점 패배 4회 초과 시	- 藍寶石：以最低分戰敗4次以上時
- 크리스탈~브론즈 :최하점 패배 5회 초과 시\n	- 水晶~黃銅：以最低分戰敗5次以上時\n
[FBC501]* 일일 점수차감[-]	[FBC501]*每日分數遞減[-]
{0} {1}:{2} 기준, 일일 참여횟수 부족 시, 점수가 내려갑니다.	以{0}{1}:{2}為基準，每日參與次數不足時，分數將會下降。
- 다이아 이상 :5회 미만 시 75점 차감	- 鑽石級以上：未滿5次時,減75分
- 사파이어 :3회 미만 시 50점 차감	- 藍寶石：未滿3次時,減50分
- 크리스탈 :2회 미만 시 40점 차감	- 水晶：未滿2次時,減40分
- 골드 :2회 미만 시 30점 차감\n	- 黃金：未滿2次時,減30分\n
[FBC501]* 시즌 초기화[-]	[FBC501]*賽季重置[-]
매주 {3} {4} {5}:{6} 시즌이 종료되며,	每週{3}{4}{5}:{6}結束本賽季，
시즌 종료시점과 동일등급 3단계로 조정됩니다.	賽季結束時,將調整為相同等級第三階段。
(챌린저 이상은 다이아 3단계로 조정됩니다!)\n	(挑戰者以上,將調整為鑽石第3階段!)\n
* 시즌 초기화 시, 주간 플레이 횟수에 의해 강등될 수 있습니다.	*重置賽季時,根據一週挑戰次數,等級會有所下降。
- 다이아 이상 :30회 미만 시	- 鑽石級以上：未滿30次時
- 사파이어 :15회 미만 시	- 藍寶石：未滿15次時
- 크리스탈 :12회 미만 시	- 水晶：未滿12次時
- 실버~골드 :5회 미만 시	- 白銀~黃金：未滿5次時
무한녹스전	魔王戰
1일 1회 녹스의 신전을 습격할 수 있습니다.\n(매일 {0}:{1} 기준으로 도전가능횟수가 초기화됩니다.)\n	可以每日襲擊1次諾克斯神殿。\n（每日以{0}:{1}為基準，將重置可挑戰次數。）\n
- 녹스의 신전은 총 10개의 층 / 50라운드로 이루어져 있으며	- 諾克斯神殿共由10層、50回合組成,
1일 1회 녹스의 신전을 습격할 수 있습니다.\n(매일 {0}:{1} 기준으로 도전가능횟수가 초기화됩니다.)\n	可以每日襲擊一次諾克斯神殿。\n（每日以{0}:{1}為基準，將重置可挑戰次數。）\n
- 녹스의 신전은 총 14개의 층 / 70라운드로 이루어져 있으며	- 諾克斯神殿共由14層、70回合組成,
빠르게 그리고 높이 올라갈 수록 높은 점수를 획득 할 수 있습니다.\n	攻占的樓層越高,獲得的分數則越高。\n
- 점수에 의해 순위가 결정되며,	- 以分數決定排名,
매일 순위에 따라 “골드”를 보상으로 획득할 수 있습니다.\n	且根據每日排名,即可獲得“金幣”獎勵。\n
- 추가로 클리어 한 라운드에 따라	- 根據追加完成的回合
등급별 "보물상자"를 보상으로 획득할 수 있습니다.	即可獲得不同等級“寶箱”。
- 한 라운드를 클리어 할 때마다 라운드의	- 每完成一個回合，即可獲得每回合的
(NPC 처치 점수) + (Boss에게 준 피해 점수) + (클리어 시간에 따른 점수)	(NPC清除分數)+(給魔王造成的傷害分數)+(根據通關時間獲得的分數)
를 얻을 수 있고 누적 된 점수에 따라 랭킹이 결정 됩니다.	並根據累積的分數來決定排名。
[FBC501]**Boss에게 입힌 마지막 피해량이 Boss의 남은 HP를 초과한 경우[-]	[FBC501]給**魔王造成的最後傷害量超過魔王剩余的HP時[-]
[FBC501] 초과한 피해량까지 추가하여 점수가 계산됩니다.[-]\n	[FBC501]將附加超出的傷害量來統計分數。[-]\n
- 한번 이상 무한녹스를 플레이한 경우	- 挑戰一次以上魔王戰時
" 클리어한 최고 라운드 - 6 "까지 전투 없이 스킵 할 수 있습니다.	可以不經過對戰跳到“已完成的最高回合- 6”
(클리어한 최고 라운드가 6 이하일 경우 스킵 불가)\n	（已完成的最高回合為6以下時，無法跳過）\n
- 스킵 된 라운드는 기본점수만 지급됩니다.[-]	- 跳過的回合只能獲得基本分數。[-]
[FBC501]**Boss를 처치한 마지막 공격의 피해량과 관계없이[-]	[FBC501]統計分數與擊退**魔王時最後攻擊的傷害量無關，[-]
[FBC501]Boss의 최대 HP를 가지고 점수를 계산합니다.[-]	[FBC501]而是根據魔王的最大HP來統計分數。[-]
룬의 사원	符文地牢
지정된 요일에 따라 사원이 열리며,	每日開放不同地牢,
매일 5회씩 플레이 할 수 있습니다.\n(매일 {0}:{1} 기준으로 요일이 변경됩니다.)\n	每日可挑戰5次。\n（每日以{0}:{1}為基準進行更新。）\n
- 무투 룬의 사원\n	- 武鬥符文地牢\n
:월/목/일요일 오픈	：星期一/四/日開放
무투가가 장착 할 수 있는 룬이 보상으로 제공됩니다.\n	可以獲得武鬥家裝備的符文。\n
* 차력피해면역 능력을 지닌 적이 등장하며,	*持有免疫借力傷害的敵人登場,
무투가가 전투하기 최적화 되어있습니다.\n	這將有利於武鬥家作戰。\n
- 차력 룬의 사원\n	- 借力符文地牢\n
:화/금/일요일 오픈	：星期二/五/日開放
차력사가 장착 할 수 있는 룬이 보상으로 제공됩니다.\n	可以獲得借力師裝備的符文。\n
* 무투피해면역 능력을 지닌 적이 등장하며,	*持有免疫武鬥傷害的敵人登場,
차력사가 전투하기 최적화 되어있습니다.\n	這將有利於借力師作戰。\n
- 신비한 룬 사원\n	- 神秘符文地牢\n
:수/토/일요일 오픈	：星期三/六/日開放
체력과 방어의 룬이 보상으로 제공됩니다.\n	可以獲得體力和防禦符文。\n
* <여성> 영웅만 진입가능하며,	*僅限<女性>英雄進入,
"남성 영웅은 사원에 진입할수 없습니다."\n	“男性英雄無法進入該地牢。”\n
